symbol,name,price,exchange
119.HK,Poly Property Group Co Ltd,0.0,HKSE
120.HK,Cosmopolitan International Holdings Ltd,0.0,HKSE
122.HK,Crocodile Garments Ltd,0.0,HKSE
123.HK,Yuexiu Property Co Ltd,0.0,HKSE
124.HK,Guangdong Land Holdings Ltd,0.0,HKSE
125.HK,Sun Hing Vision Group Holdings Ltd,0.0,HKSE
126.HK,Carrianna Group Holdings Company Ltd,0.0,HKSE
127.HK,Chinese Estates Holdings Ltd,0.0,HKSE
128.HK,ENM Holdings Ltd,0.0,HKSE
129.HK,Asia Standard International Group Ltd,0.0,HKSE
130.HK,Moiselle International Holdings Ltd,0.0,HKSE
131.HK,Cheuk Nang Holdings Ltd,0.0,HKSE
132.HK,China Investments Holdings Ltd,0.0,HKSE
133.HK,China Merchants China Direct Investments Ltd,0.0,HKSE
135.HK,Kunlun Energy Company Ltd,0.0,HKSE
136.HK,HengTen Networks Group Ltd,0.0,HKSE
137.HK,Jinhui Holdings Co Ltd,0.0,HKSE
138.HK,CCT Fortis Holdings Ltd,0.0,HKSE
139.HK,Central Wealth Group Holdings Ltd,0.0,HKSE
141.HK,Sky Chinafortune Holdings Group Ltd,0.0,HKSE
142.HK,First Pacific Co Ltd,0.0,HKSE
143.HK,Guoan International Ltd,0.0,HKSE
144.HK,China Merchants Port Holdings Co Ltd,0.0,HKSE
145.HK,Hong Kong Building and Loan Agency Ltd,0.0,HKSE
146.HK,Tai Ping Carpets International Ltd,0.0,HKSE
147.HK,International Business Settlement Holdings Ltd,0.0,HKSE
148.HK,Kingboard Holdings Ltd,0.0,HKSE
149.HK,China Agri-Products Exchange Ltd,0.0,HKSE
150.HK,Hypebeast Ltd,0.0,HKSE
151.HK,Want Want China Holdings Ltd,0.0,HKSE
152.HK,Shenzhen International Holdings Ltd,0.0,HKSE
154.HK,Beijing Enterprises Environment Group Ltd,0.0,HKSE
156.HK,Lippo China Resources Ltd,0.0,HKSE
158.HK,Melbourne Enterprises Ltd,0.0,HKSE
159.HK,Brockman Mining Ltd,0.0,HKSE
160.HK,Hon Kwok Land Investment Co Ltd,0.0,HKSE
162.HK,Century Ginwa Retail Holdings Ltd,0.0,HKSE
163.HK,Emperor International Holdings Ltd,0.0,HKSE
165.HK,China Everbright Ltd,0.0,HKSE
166.HK,New Times Energy Corporation Ltd,0.0,HKSE
167.HK,IDT International Ltd,0.0,HKSE
169.HK,Wanda Hotel Development Co Ltd,0.0,HKSE
171.HK,Silver Grant International Holdings Group Ltd,0.0,HKSE
173.HK,K. Wah International Holdings Ltd,0.0,HKSE
174.HK,Gemini Investments Holdings Ltd,0.0,HKSE
175.HK,Geely Automobile Holdings Ltd,0.0,HKSE
176.HK,Superactive Group Co Ltd,0.0,HKSE
178.HK,Sa Sa International Holdings Ltd,0.0,HKSE
179.HK,Johnson Electric Holdings Ltd,0.0,HKSE
180.HK,Kader Holdings Co Ltd,0.0,HKSE
181.HK,Fujian Holdings Ltd,0.0,HKSE
182.HK,Concord New Energy Group Ltd,0.0,HKSE
183.HK,Winfull Group Holdings Ltd,0.0,HKSE
184.HK,Keck Seng Investments Hong Kong Ltd,0.0,HKSE
185.HK,Zensun Enterprises Ltd,0.0,HKSE
186.HK,Nimble Holdings Co Ltd,0.0,HKSE
188.HK,Sunwah Kingsway Capital Holdings Ltd,0.0,HKSE
189.HK,Dongyue Group Ltd,0.0,HKSE
190.HK,HKC (Holdings) Ltd,0.0,HKSE
191.HK,Lai Sun Garment International Ltd,0.0,HKSE
193.HK,Capital Estate Ltd,0.0,HKSE
194.HK,Liu Chong Hing Investment Ltd,0.0,HKSE
195.HK,Greentech Technology International Ltd,0.0,HKSE
196.HK,Honghua Group Ltd,0.0,HKSE
197.HK,Heng Tai Consumables Group Ltd,0.0,HKSE
199.HK,ITC Properties Group Ltd,0.0,HKSE
200.HK,Melco International Development Ltd,0.0,HKSE
201.HK,Magnificent Hotel Investments Ltd,0.0,HKSE
202.HK,EverChina Intl Holdings Co Ltd,0.0,HKSE
205.HK,SEEC Media Group Ltd,0.0,HKSE
206.HK,CMIC Ocean En Tech Holding Co Ltd,0.0,HKSE
207.HK,Joy City Property Ltd,0.0,HKSE
208.HK,Polytec Asset Holdings Ltd,0.0,HKSE
209.HK,Winshine Science Co Ltd,0.0,HKSE
210.HK,Daphne International Holdings Ltd,0.0,HKSE
211.HK,Styland Holdings Ltd,0.0,HKSE
212.HK,Nanyang Holdings Ltd,0.0,HKSE
213.HK,National Electronics Holdings Ltd,0.0,HKSE
214.HK,Asia Orient Holdings Ltd,0.0,HKSE
215.HK,Hutchison Telecommunications Hong Kong Holdings Ltd,0.0,HKSE
216.HK,Chinney Investments Ltd,0.0,HKSE
217.HK,China Chengtong Development Group Ltd,0.0,HKSE
218.HK,Shenwan Hongyuan HK Ltd,0.0,HKSE
219.HK,Shun Ho Property Investments Ltd,0.0,HKSE
220.HK,Uni-President China Holdings Ltd,0.0,HKSE
221.HK,Easy One Financial Group Ltd,0.0,HKSE
222.HK,Min Xin Holdings Ltd,0.0,HKSE
223.HK,Elife Holdings Ltd,0.0,HKSE
224.HK,Pioneer Global Group Ltd,0.0,HKSE
225.HK,Pokfulam Development Co Ltd,0.0,HKSE
226.HK,Lippo Ltd,0.0,HKSE
227.HK,First Shanghai Investments Ltd,0.0,HKSE
228.HK,China Energy Development Holdings Ltd,0.0,HKSE
229.HK,Raymond Industrial Ltd,0.0,HKSE
230.HK,Minmetals Land Ltd,0.0,HKSE
231.HK,Ping An Securities Group (Holdings) Ltd,0.0,HKSE
232.HK,Avic International Holding (Hk) Ltd,0.0,HKSE
234.HK,New Century Group Hong Kong Ltd,0.0,HKSE
235.HK,China Strategic Holdings Ltd,0.0,HKSE
236.HK,San Miguel Brewery Hong Kong Ltd,0.0,HKSE
237.HK,Safety Godown Co Ltd,0.0,HKSE
239.HK,Pak Fah Yeow International Ltd,0.0,HKSE
240.HK,Build King Holdings Ltd,0.0,HKSE
241.HK,Alibaba Health Information Technology Ltd,0.0,HKSE
242.HK,Shun Tak Holdings Ltd,0.0,HKSE
243.HK,QPL International Holdings Ltd,0.0,HKSE
244.HK,The Sincere Company Ltd,0.0,HKSE
245.HK,China Vered Financial Holding Corporation Ltd,0.0,HKSE
247.HK,Tsim Sha Tsui Properties Ltd,0.0,HKSE
248.HK,HKC International Holdings Ltd,0.0,HKSE
250.HK,Sino-I Technology Ltd,0.0,HKSE
251.HK,S E A Holdings Ltd,0.0,HKSE
252.HK,Southeast Asia Properties & Finance Ltd,0.0,HKSE
253.HK,Shun Ho Holdings Ltd,0.0,HKSE
255.HK,Lung Kee Bermuda Holdings Ltd,0.0,HKSE
256.HK,Citychamp Watch & Jewellery Group Ltd,0.0,HKSE
257.HK,China Everbright International Ltd,0.0,HKSE
258.HK,Tomson Group Ltd,0.0,HKSE
259.HK,Yeebo (International Holdings) Ltd,0.0,HKSE
260.HK,AVIC Joy Holdings Hk Ltd,0.0,HKSE
261.HK,Greater Bay Area Investments Group Holdings Ltd,0.0,HKSE
262.HK,Deson Development International Holdings Ltd,0.0,HKSE
263.HK,GT Group Holdings Ltd,0.0,HKSE
264.HK,China International Development Corporation Ltd,0.0,HKSE
265.HK,Orient Victory Travel Group Company Ltd,0.0,HKSE
266.HK,Tian Teck Land Ltd,0.0,HKSE
267.HK,CITIC Ltd,0.0,HKSE
268.HK,Kingdee International Software Group Co Ltd,0.0,HKSE
269.HK,China Resources and Transportation Group Ltd,0.0,HKSE
270.HK,Guangdong Investment Ltd,0.0,HKSE
271.HK,Asiasec Properties Ltd,0.0,HKSE
272.HK,Shui On Land Ltd,0.0,HKSE
273.HK,Mason Group Holdings Ltd,0.0,HKSE
274.HK,China Billion Resources Ltd,0.0,HKSE
276.HK,Mongolia Energy Corp Ltd,0.0,HKSE
277.HK,Tern Properties Co Ltd,0.0,HKSE
278.HK,Wah Ha Realty Co Ltd,0.0,HKSE
280.HK,King Fook Holdings Ltd,0.0,HKSE
281.HK,Rivera Holdings Ltd,0.0,HKSE
282.HK,Next Digital Ltd,0.0,HKSE
285.HK,BYD Electronic International Co Ltd,0.0,HKSE
286.HK,Aidigong Maternal & Child Health Ltd,0.0,HKSE
287.HK,Winfair Investment Co Ltd,0.0,HKSE
288.HK,WH Group Ltd,0.0,HKSE
289.HK,Wing On Company International Ltd,0.0,HKSE
290.HK,China Fortune Financial Group Ltd,0.0,HKSE
291.HK,China Resources Beer Holdings Co Ltd,0.0,HKSE
292.HK,Asia Standard Hotel Group Ltd,0.0,HKSE
293.HK,Cathay Pacific Airways Ltd,0.0,HKSE
294.HK,Yangtzekiang Garment Ltd,0.0,HKSE
295.HK,Kong Sun Holdings Ltd,0.0,HKSE
296.HK,Emperor Entertainment Hotel Ltd,0.0,HKSE
297.HK,Sinofert Holdings Ltd,0.0,HKSE
298.HK,Chuang's China Investments Ltd,0.0,HKSE
299.HK,Glory Sun Land Group Ltd,0.0,HKSE
301.HK,Sanvo Fine Chemicals Group Ltd,0.0,HKSE
302.HK,CMGE Technology Group Ltd,0.0,HKSE
303.HK,Vtech Holdings Ltd,0.0,HKSE
305.HK,Wuling Motors Holdings Ltd,0.0,HKSE
306.HK,Kwoon Chung Bus Holdings Ltd,0.0,HKSE
308.HK,China Travel International Investment Hong Kong Ltd,0.0,HKSE
309.HK,Xinhua News Media Holdings Ltd,0.0,HKSE
310.HK,Prosperity Investment Holdings Ltd,0.0,HKSE
311.HK,Luen Thai Holdings Ltd,0.0,HKSE
312.HK,Shirble Department Store Holdings China Ltd,0.0,HKSE
313.HK,Richly Field China Development Ltd,0.0,HKSE
315.HK,Smartone Telecommunications Holdings Ltd,0.0,HKSE
316.HK,Orient Overseas (International) Ltd,0.0,HKSE
318.HK,Vongroup Ltd,0.0,HKSE
320.HK,Computime Group Ltd,0.0,HKSE
321.HK,Texwinca Holdings Ltd,0.0,HKSE
322.HK,Tingyi (Cayman Islands) Holding Corp,0.0,HKSE
326.HK,China Star Entertainment Ltd,0.0,HKSE
327.HK,Pax Global Technology Ltd,0.0,HKSE
328.HK,Alco Holdings Ltd,0.0,HKSE
329.HK,OCI International Holdings Ltd,0.0,HKSE
330.HK,Esprit Holdings Ltd,0.0,HKSE
331.HK,FSE Services Group Ltd,0.0,HKSE
332.HK,Yuan Heng Gas Holdings Ltd,0.0,HKSE
333.HK,Top Form International Ltd,0.0,HKSE
334.HK,China Display Optoelectronics Technology Holdings Ltd,0.0,HKSE
335.HK,Upbest Group Ltd,0.0,HKSE
336.HK,Huabao International Holdings Ltd,0.0,HKSE
337.HK,Greenland Hong Kong Holdings Ltd,0.0,HKSE
339.HK,Core Economy Investment Group Ltd,0.0,HKSE
340.HK,Tongguan Gold Group Ltd,0.0,HKSE
341.HK,Cafe De Coral Holdings Ltd,0.0,HKSE
342.HK,Newocean Energy Holdings Ltd,0.0,HKSE
343.HK,Culturecom Holdings Ltd,0.0,HKSE
345.HK,Vitasoy International Holdings Ltd,0.0,HKSE
346.HK,Yanchang Petroleum International Ltd,0.0,HKSE
348.HK,China Healthwise Holdings Ltd,0.0,HKSE
351.HK,Asia Energy Logistics Group Ltd,0.0,HKSE
352.HK,Fortune Sun China Holdings Ltd,0.0,HKSE
353.HK,Energy International Investments Holdings Ltd,0.0,HKSE
354.HK,Chinasoft International Ltd,0.0,HKSE
355.HK,Century City International Holdings Ltd,0.0,HKSE
356.HK,DT Capital Ltd,0.0,HKSE
357.HK,Hainan Meilan International Airport Co Ltd,0.0,HKSE
359.HK,China Haisheng Juice Holdings Co Ltd,0.0,HKSE
360.HK,New Focus Auto Tech Holdings Ltd,0.0,HKSE
361.HK,Sino Golf Holdings Ltd,0.0,HKSE
362.HK,Xinyang Maojian Group Ltd,0.0,HKSE
363.HK,Shanghai Industrial Holdings Ltd,0.0,HKSE
365.HK,Sino ICT Holdings Ltd,0.0,HKSE
366.HK,Luks Group (Vietnam Holdings) Company Ltd,0.0,HKSE
367.HK,Chuang's Consortium International Ltd,0.0,HKSE
369.HK,Wing Tai Properties Ltd,0.0,HKSE
370.HK,China Best Group Holding Ltd,0.0,HKSE
371.HK,Beijing Enterprises Water Group Ltd,0.0,HKSE
372.HK,PT International Development Corporation Ltd,0.0,HKSE
373.HK,Allied Group Ltd,0.0,HKSE
374.HK,Four Seas Mercantile Holdings Ltd,0.0,HKSE
375.HK,YGM Trading Ltd,0.0,HKSE
376.HK,Yunfeng Financial Group Ltd,0.0,HKSE
377.HK,Huajun International Group Ltd,0.0,HKSE
379.HK,China Ever Grand Financial Leasing Group Co Ltd,0.0,HKSE
380.HK,Softpower International Ltd,0.0,HKSE
381.HK,Kiu Hung International Holdings Ltd,0.0,HKSE
382.HK,Edvantage Group Holdings Ltd,0.0,HKSE
383.HK,China Medical & HealthCare Group Ltd,0.0,HKSE
384.HK,China Gas Holdings Ltd,0.0,HKSE
385.HK,Chinney Alliance Group Ltd,0.0,HKSE
387.HK,Leeport (Holdings) Ltd,0.0,HKSE
388.HK,Hong Kong Exchanges and Clearing Ltd,0.0,HKSE
389.HK,China Tontine Wines Group Ltd,0.0,HKSE
391.HK,Mei Ah Entertainment Group Ltd,0.0,HKSE
392.HK,Beijing Enterprises Holdings Ltd,0.0,HKSE
393.HK,Glorious Sun Enterprises Ltd,0.0,HKSE
395.HK,Smartac International Holdings Ltd,0.0,HKSE
396.HK,Hing Lee (Hk) Holdings Ltd,0.0,HKSE
397.HK,Power Financial Group Ltd,0.0,HKSE
398.HK,Oriental Watch Holdings Ltd,0.0,HKSE
399.HK,Innovative Pharmaceutical Biotech Ltd,0.0,HKSE
400.HK,Cogobuy Group,0.0,HKSE
401.HK,Wanjia Group Holdings Ltd,0.0,HKSE
403.HK,Starlite Holdings Ltd,0.0,HKSE
405.HK,Yuexiu Real Estate Investment Trust,0.0,HKSE
406.HK,Yau Lee Holdings Ltd,0.0,HKSE
408.HK,Yip's Chemical Holdings Ltd,0.0,HKSE
410.HK,Soho China Ltd,0.0,HKSE
411.HK,Lam Soon Hong Kong Ltd,0.0,HKSE
412.HK,China Shandong Hi-Speed Financial Group Ltd,0.0,HKSE
413.HK,South China Holdings Co Ltd,0.0,HKSE
416.HK,Bank of Jinzhou Co Ltd,0.0,HKSE
417.HK,Tse Sui Luen Jewellery International Ltd,0.0,HKSE
418.HK,Founder Holdings Ltd,0.0,HKSE
419.HK,Huayi Tencent Entertainment Co Ltd,0.0,HKSE
420.HK,Fountain Set Holdings Ltd,0.0,HKSE
422.HK,Vietnam Manufacturing and Export Processing Holdings Ltd,0.0,HKSE
423.HK,Hong Kong Economic Times Holdings Ltd,0.0,HKSE
425.HK,Minth Group Ltd,0.0,HKSE
426.HK,One Media Group Ltd,0.0,HKSE
428.HK,Cocoon Holdings Ltd,0.0,HKSE
430.HK,Oriental Explorer Holdings Ltd,0.0,HKSE
431.HK,Greater China Financial Holdings Ltd,0.0,HKSE
432.HK,Pacific Century Premium Developments Ltd,0.0,HKSE
433.HK,North Mining Shares Co Ltd,0.0,HKSE
434.HK,Boyaa Interactive International Ltd,0.0,HKSE
435.HK,Sunlight Real Estate Investment Trust,0.0,HKSE
436.HK,New Universe Environmental Group Ltd,0.0,HKSE
438.HK,IRICO Group New Energy Co Ltd,0.0,HKSE
439.HK,Kuangchi Science Ltd,0.0,HKSE
440.HK,Dah Sing Financial Holdings Ltd,0.0,HKSE
442.HK,Hifood Group Holdings Co Ltd,0.0,HKSE
444.HK,Sincere Watch (Hong Kong) Ltd,0.0,HKSE
445.HK,Cimc-Tianda Holdings Company Ltd,0.0,HKSE
450.HK,Hung Hing Printing Group Ltd,0.0,HKSE
451.HK,GCL New Energy Holdings Ltd,0.0,HKSE
455.HK,Tianda Pharmaceuticals Ltd,0.0,HKSE
456.HK,New City Development Group Ltd,0.0,HKSE
458.HK,Tristate Holdings Ltd,0.0,HKSE
459.HK,Midland Ic&I Ltd,0.0,HKSE
460.HK,Sihuan Pharmaceutical Holdings Group Ltd,0.0,HKSE
464.HK,China Overseas Nuoxin International Holdings Ltd,0.0,HKSE
465.HK,Futong Technology Development Holdings Ltd,0.0,HKSE
467.HK,United Energy Group Ltd,0.0,HKSE
468.HK,Greatview Aseptic Packaging Co Ltd,0.0,HKSE
469.HK,Capxon International Electronic Co Ltd,0.0,HKSE
472.HK,New Silkroad Culturaltainment Ltd,0.0,HKSE
474.HK,Hao Tian Development Group Ltd,0.0,HKSE
475.HK,Central Development Holdings Ltd,0.0,HKSE
476.HK,China Dynamics (Holdings) Ltd,0.0,HKSE
479.HK,CIL Holdings Ltd,0.0,HKSE
480.HK,HKR International Ltd,0.0,HKSE
482.HK,Sandmartin International Holdings Ltd,0.0,HKSE
483.HK,Bauhaus International (Holdings) Ltd,0.0,HKSE
484.HK,Forgame Holdings Ltd,0.0,HKSE
485.HK,China Sinostar Group Company Ltd,0.0,HKSE
486.HK,United Company RUSAL Plc,0.0,HKSE
487.HK,Success Universe Group Ltd,0.0,HKSE
488.HK,Lai Sun Development Co Ltd,0.0,HKSE
489.HK,Dongfeng Motor Group Co Ltd,0.0,HKSE
491.HK,Emperor Culture Group Ltd,0.0,HKSE
493.HK,GOME Retail Holdings Ltd,0.0,HKSE
495.HK,Paladin Ltd,0.0,HKSE
496.HK,Kasen International Holdings Ltd,0.0,HKSE
497.HK,CSI Properties Ltd,0.0,HKSE
498.HK,PYI Corporation Ltd,0.0,HKSE
499.HK,Qingdao Holdings International Ltd,0.0,HKSE
500.HK,Frontier Services Group Ltd,0.0,HKSE
503.HK,Lansen Pharmaceutical Holdings Ltd,0.0,HKSE
505.HK,Xingye Alloy Materials Group Ltd,0.0,HKSE
506.HK,China Foods Ltd,0.0,HKSE
508.HK,Dingyi Group Investment Ltd,0.0,HKSE
510.HK,CASH Financial Services Group Ltd,0.0,HKSE
511.HK,Television Broadcasts Ltd,0.0,HKSE
512.HK,China Grand Pharmaceutical and Healthcare Holdings Ltd,0.0,HKSE
513.HK,Continental Holdings Ltd,0.0,HKSE
515.HK,China Silver Technology Holdings Ltd,0.0,HKSE
517.HK,Cosco Shipping International (Hongkong) Co Ltd,0.0,HKSE
518.HK,Tungtex Holdings Co Ltd,0.0,HKSE
519.HK,Applied Development Holdings Ltd,0.0,HKSE
520.HK,Xiabuxiabu Catering Management China Holdings Co Ltd,0.0,HKSE
522.HK,ASM Pacific Technology Ltd,0.0,HKSE
524.HK,Great Wall Belt & Road Holdings Ltd,0.0,HKSE
526.HK,China Automobile New Retail (Holdings) Ltd,0.0,HKSE
527.HK,China Ruifeng Renewable Energy Holdings Ltd,0.0,HKSE
528.HK,Kingdom Holdings Ltd,0.0,HKSE
529.HK,SiS International Holdings Ltd,0.0,HKSE
530.HK,Goldin Financial Holdings Ltd,0.0,HKSE
531.HK,Samson Holding Ltd,0.0,HKSE
532.HK,Wong's Kong King International (Holdings) Ltd,0.0,HKSE
533.HK,Goldlion Holdings Ltd,0.0,HKSE
535.HK,Gemdale Properties and Investment Corporation Ltd,0.0,HKSE
536.HK,Tradelink Electronic Commerce Ltd,0.0,HKSE
538.HK,Ajisen (China) Holdings Ltd,0.0,HKSE
539.HK,Victory City International Holdings Ltd,0.0,HKSE
540.HK,Speedy Global Holdings Ltd,0.0,HKSE
542.HK,TFG International Group Ltd,0.0,HKSE
543.HK,Pacific Online Ltd,0.0,HKSE
544.HK,Daido Group Ltd,0.0,HKSE
546.HK,Fufeng Group Ltd,0.0,HKSE
547.HK,Digital Domain Holdings Ltd,0.0,HKSE
550.HK,KK Culture Holdings Limited,0.0,HKSE
551.HK,Yue Yuen Industrial (Holdings) Ltd,0.0,HKSE
552.HK,China Communications Services Corp Ltd,0.0,HKSE
554.HK,Hans Energy Co Ltd,0.0,HKSE
556.HK,Pan Asia Environmental Protection Group Ltd,0.0,HKSE
557.HK,China Tian Yuan Healthcare Group Ltd,0.0,HKSE
558.HK,L.K. Technology Holdings Ltd,0.0,HKSE
559.HK,DeTai New Energy Group Ltd,0.0,HKSE
560.HK,Chu Kong Shipping Enterprises Group Co Ltd,0.0,HKSE
563.HK,Shanghai Industrial Urban Development Group Ltd,0.0,HKSE
565.HK,Art Group Holdings Ltd,0.0,HKSE
567.HK,Daisho Microline Holdings Ltd,0.0,HKSE
570.HK,China Traditional Chinese Medicine Holdings Co Ltd,0.0,HKSE
571.HK,Esun Holdings Ltd,0.0,HKSE
572.HK,Future World Financial Holdings Ltd,0.0,HKSE
573.HK,Tao Heung Holdings Ltd,0.0,HKSE
574.HK,Pa Shun International Holdings Ltd,0.0,HKSE
575.HK,Regent Pacific Group Ltd,0.0,HKSE
576.HK,Zhejiang Expressway Co Ltd,0.0,HKSE
577.HK,South Shore Holdings Ltd,0.0,HKSE
578.HK,Rosan Resources Holdings Ltd,0.0,HKSE
579.HK,Beijing Jingneng Clean Energy Co Ltd,0.0,HKSE
580.HK,SunKing Power Electronics Group Ltd,0.0,HKSE
581.HK,China Oriental Group Co Ltd,0.0,HKSE
582.HK,Landing International Development Ltd,0.0,HKSE
583.HK,Great Wall Pan Asia Holdings Ltd,0.0,HKSE
585.HK,Imagi International Holdings Ltd,0.0,HKSE
586.HK,China Conch Venture Holdings Ltd,0.0,HKSE
589.HK,Jianzhong Construction Development Ltd,0.0,HKSE
590.HK,Luk Fook Holdings International Ltd,0.0,HKSE
592.HK,Bossini International Holdings Ltd,0.0,HKSE
593.HK,DreamEast Group Ltd,0.0,HKSE
595.HK,AV Concept Holdings Ltd,0.0,HKSE
596.HK,Inspur International Ltd,0.0,HKSE
599.HK,E.Bon Holdings Ltd,0.0,HKSE
600.HK,China Infrastructure Investment Ltd,0.0,HKSE
602.HK,Jiahua Stores Holdings Ltd,0.0,HKSE
603.HK,China Oil and Gas Group Ltd,0.0,HKSE
604.HK,Shenzhen Investment Ltd,0.0,HKSE
605.HK,China Financial Services Holdings Ltd,0.0,HKSE
607.HK,Fullshare Holdings Ltd,0.0,HKSE
608.HK,High Fashion International Ltd,0.0,HKSE
609.HK,Tiande Chemical Holdings Ltd,0.0,HKSE
610.HK,Wai Kee Holdings Ltd,0.0,HKSE
611.HK,China Nuclear Energy Technology Corp Ltd,0.0,HKSE
612.HK,China Ding Yi Feng Holdings Ltd,0.0,HKSE
613.HK,Planetree International Development Ltd,0.0,HKSE
616.HK,Eminence Enterprise Ltd,0.0,HKSE
617.HK,Paliburg Holdings Ltd,0.0,HKSE
618.HK,Peking University Resources (Holdings) Company Ltd,0.0,HKSE
619.HK,South China Financial Holdings Ltd,0.0,HKSE
620.HK,DTXS Silk Road Investment Holdings Co Ltd,0.0,HKSE
621.HK,Taung Gold International Ltd,0.0,HKSE
622.HK,Oshidori International Holdings Ltd,0.0,HKSE
623.HK,Sinomedia Holding Ltd,0.0,HKSE
626.HK,Public Financial Holdings Ltd,0.0,HKSE
627.HK,Fullsun International Holdings Group Co Ltd,0.0,HKSE
628.HK,Gome Finance Technology Co Ltd,0.0,HKSE
629.HK,Yue Da International Holdings Ltd,0.0,HKSE
630.HK,AMCO United Holding Ltd,0.0,HKSE
631.HK,Sany Heavy Equipment International Holdings Company Ltd,0.0,HKSE
632.HK,CHK Oil Ltd,0.0,HKSE
633.HK,China All Access (Holdings) Ltd,0.0,HKSE
635.HK,Playmates Holdings Ltd,0.0,HKSE
636.HK,Kerry Logistics Network Ltd,0.0,HKSE
637.HK,Lee Kee Holdings Ltd,0.0,HKSE
638.HK,Kin Yat Holdings Ltd,0.0,HKSE
639.HK,Shougang Fushan Resources Group Ltd,0.0,HKSE
640.HK,Infinity Development Holdings Company Ltd,0.0,HKSE
641.HK,CHTC Fong's International Co Ltd,0.0,HKSE
643.HK,Carry Wealth Holdings Ltd,0.0,HKSE
645.HK,Ares Asia Ltd,0.0,HKSE
646.HK,China Environmental Technology Holdings Ltd,0.0,HKSE
650.HK,IDG Energy Investment Ltd,0.0,HKSE
651.HK,China Ocean Industry Group Ltd,0.0,HKSE
653.HK,Bonjour Holdings Ltd,0.0,HKSE
655.HK,Hongkong Chinese Ltd,0.0,HKSE
656.HK,Fosun International Ltd,0.0,HKSE
657.HK,G-Vision International (Holdings) Ltd,0.0,HKSE
658.HK,China High Speed Transmission Equipment Group Co Ltd,0.0,HKSE
659.HK,NWS Holdings Ltd,0.0,HKSE
660.HK,Wai Chun Bio Technology Ltd,0.0,HKSE
661.HK,China Daye Non-Ferrous Metals Mining Ltd,0.0,HKSE
662.HK,Asia Financial Holdings Ltd,0.0,HKSE
663.HK,King Stone Energy Group Ltd,0.0,HKSE
665.HK,Haitong International Securities Group Ltd,0.0,HKSE
666.HK,SHK Hong Kong Industries Ltd,0.0,HKSE
667.HK,China East Education Holdings Ltd,0.0,HKSE
668.HK,Doyen International Holdings Ltd,0.0,HKSE
669.HK,Techtronic Industries Co Ltd,0.0,HKSE
672.HK,Zhong An Group Ltd,0.0,HKSE
673.HK,China Health Group Ltd,0.0,HKSE
674.HK,China Tangshang Holdings Ltd,0.0,HKSE
675.HK,K & P International Holdings Ltd,0.0,HKSE
676.HK,Pegasus International Holdings Ltd,0.0,HKSE
677.HK,Golden Resources Development International Ltd,0.0,HKSE
678.HK,Genting Hong Kong Ltd,0.0,HKSE
679.HK,Asia Tele-Net and Technology Corporation Ltd,0.0,HKSE
680.HK,Nan Hai Corporation Ltd,0.0,HKSE
681.HK,Chinese People Holdings Company Ltd,0.0,HKSE
682.HK,Chaoda Modern Agriculture Holdings Ltd,0.0,HKSE
683.HK,Kerry Properties Ltd,0.0,HKSE
684.HK,Allan International Holdings Ltd,0.0,HKSE
685.HK,Media Chinese International Ltd,0.0,HKSE
686.HK,Panda Green Energy Group Ltd,0.0,HKSE
687.HK,Tysan Holdings Ltd,0.0,HKSE
688.HK,China Overseas Land & Investment Ltd,0.0,HKSE
689.HK,EPI (Holdings) Ltd,0.0,HKSE
690.HK,Uni-Bio Science Group Ltd,0.0,HKSE
691.HK,China Shanshui Cement Group Ltd,0.0,HKSE
693.HK,Tan Chong International Ltd,0.0,HKSE
694.HK,Beijing Capital International Airport Co Ltd,0.0,HKSE
695.HK,Dongwu Cement International Ltd,0.0,HKSE
696.HK,TravelSky Technology Ltd,0.0,HKSE
697.HK,Shoucheng Holdings Ltd,0.0,HKSE
698.HK,Tongda Group Holdings Ltd,0.0,HKSE
699.HK,CAR Inc,0.0,HKSE
700.HK,Tencent Holdings Ltd,0.0,HKSE
701.HK,CNT Group Ltd,0.0,HKSE
702.HK,Sino Oil and Gas Holdings Ltd,0.0,HKSE
703.HK,Future Bright Holdings Ltd,0.0,HKSE
704.HK,Huscoke Holdings Ltd,0.0,HKSE
706.HK,Beautiful China Holdings Co Ltd,0.0,HKSE
707.HK,Asia Television Holdings Ltd,0.0,HKSE
708.HK,Evergrande Health Industry Group Ltd,0.0,HKSE
709.HK,Giordano International Ltd,0.0,HKSE
710.HK,Boe Varitronix Ltd,0.0,HKSE
711.HK,Asia Allied Infrastructure Holdings Ltd,0.0,HKSE
712.HK,Comtec Solar Systems Group Ltd,0.0,HKSE
713.HK,World Houseware (Holdings) Ltd,0.0,HKSE
715.HK,China Oceanwide Holdings Ltd,0.0,HKSE
716.HK,Singamas Container Holdings Ltd,0.0,HKSE
717.HK,Emperor Capital Group Ltd,0.0,HKSE
718.HK,Tai United Holdings Ltd,0.0,HKSE
720.HK,Auto Italia Holdings Ltd,0.0,HKSE
721.HK,China Financial International Investments Ltd,0.0,HKSE
722.HK,UMP Healthcare Holdings Ltd,0.0,HKSE
724.HK,Ruixin International Holdings Ltd,0.0,HKSE
725.HK,Perennial International Ltd,0.0,HKSE
726.HK,DIT Group Ltd,0.0,HKSE
727.HK,Crown International Corp Ltd,0.0,HKSE
728.HK,China Telecom Corp Ltd,0.0,HKSE
730.HK,Shougang Concord Grand (Group) Ltd,0.0,HKSE
