symbol,name,price,exchange
PF,Pinnacle Foods Inc.,66.69,New York Stock Exchange
SGU,Star Group LP,9.53,New York Stock Exchange
ODP,ODP Corp,21.75,Nasdaq Global Select
PK,Park Hotels & Resorts Inc,9.95,New York Stock Exchange
TLGT,Teligent Inc (NEW JERSEY),0.7,Nasdaq Global Select
TOL,Toll Brothers Inc,49.1,New York Stock Exchange
PDCO,Patterson Companies Inc,26.36,Nasdaq Global Select
ITB,iShares U.S. Home Construction,58.54,BATS Exchange
Z,Zillow Group Inc.,98.43,Nasdaq Global Select
BCO,Brinks Co,46.56,New York Stock Exchange
CME,CME Group Inc,163.12,Nasdaq Global Select
BKD,Brookdale Senior Living Inc,2.94,New York Stock Exchange
PPBI,Pacific Premier Bancorp Inc,24.6,Nasdaq Global Select
JMEI,Jumei International Holding Limited American Depositary Shares each representing one Class A,19.93,New York Stock Exchange
ETFC,E*Trade Financial Corp,49.26,Nasdaq Global Select
AIV,Apartment Investment and Management Co,33.72,New York Stock Exchange
DPS,Dr Pepper Snapple Group Inc,123.72,New York Stock Exchange
EXC,Exelon Corp,42.4,New York Stock Exchange
TAP,Molson Coors Beverage Co,34.7,New York Stock Exchange
MON,Monsanto Company,127.96,New York Stock Exchange
UNP,Union Pacific Corp,206.78,New York Stock Exchange
IWD,iShares Russell 1000 Value,122.03,NYSE Arca
BDX,Becton Dickinson and Co,236.26,New York Stock Exchange
GME,GameStop Corp,13.86,New York Stock Exchange
PEGI,Pattern Energy Group Inc.,26.74,Nasdaq Global Select
MX,MagnaChip Semiconductor Corp,13.97,New York Stock Exchange
RLJ,RLJ Lodging Trust,8.59,New York Stock Exchange
LB,L Brands Inc,33.06,New York Stock Exchange
TIF,Tiffany & Co,122.28,New York Stock Exchange
DLPH,Delphi Technologies PLC,17.02,New York Stock Exchange
USMV,iShares Edge MSCI Min Vol USA,64.52,BATS Exchange
NCLH,Norwegian Cruise Line Holdings Ltd,17.08,New York Stock Exchange
NOV,National Oilwell Varco Inc,9.14,New York Stock Exchange
CNDT,Conduent Inc,3.68,New York Stock Exchange
FNSR,Finisar Corporation,22.61,Nasdaq Global Select
LMT,Lockheed Martin Corp,372.21,New York Stock Exchange
MTZ,MasTec Inc,48.74,New York Stock Exchange
TBT,ProShares UltraShort Lehman 20 Year Treasury,16.44,NYSE Arca
WEN,Wendys Co,23.975,Nasdaq Global Select
VNQ,Vanguard Real Estate,80.13,NYSE Arca
GPS,Gap Inc,19.03,New York Stock Exchange
SYY,Sysco Corp,64.58,New York Stock Exchange
CEF,Sprott Physical Gold and Silver Trust,18.98,NYSE Arca
WDR,Waddell & Reed Financial Inc,17.29,New York Stock Exchange
FTV,Fortive Corp,65.89,New York Stock Exchange
BKI,Black Knight Inc,94.55,New York Stock Exchange
CTSH,Cognizant Technology Solutions Corp,73.35,Nasdaq Global Select
HOLX,Hologic Inc,66.38,Nasdaq Global Select
EIX,Edison International,59.75,New York Stock Exchange
URA,Global X Uranium,11.12,NYSE Arca
CTXS,Citrix Systems Inc,136.72,Nasdaq Global Select
AMTD,TD Ameritrade Holding Corp,39.97,Nasdaq Global Select
CPE,Callon Petroleum Co,4.73,New York Stock Exchange
XME,SPDR S&P Metals & Mining,25.02,NYSE Arca
CF,CF Industries Holdings Inc,28.06,New York Stock Exchange
PNC,PNC Financial Services Group Inc,112.06,New York Stock Exchange
SABR,Sabre Corp,6.84,Nasdaq Global Select
WIT,Wipro Limited,5.05,New York Stock Exchange
LYB,LyondellBasell Industries NV,77.83,New York Stock Exchange
DISH,DISH Network Corp,27.06,Nasdaq Global Select
NE,Noble Corporation PLC,0.205,New York Stock Exchange
MGA,Magna International Inc,54.4,New York Stock Exchange
AEO,American Eagle Outfitters Inc,14.06,New York Stock Exchange
XHB,SPDR Series Trust Homebuilders,56.54,NYSE Arca
BP,BP p.l.c.,16.15,New York Stock Exchange
XEL,Xcel Energy Inc,71.53,Nasdaq Global Select
NTNX,Nutanix Inc,23.9,Nasdaq Global Select
VVV,Valvoline Inc,19.6,New York Stock Exchange
DDR,DDR Corp.,11.99,New York Stock Exchange
HQY,Healthequity Inc,52.42,Nasdaq Global Select
ARCC,Ares Capital Corp,13.89,Nasdaq Global Select
UPS,United Parcel Service Inc,174.88,New York Stock Exchange
MUR,Murphy Oil Corp,8.7,New York Stock Exchange
OMAM,OM Asset Management plc,15.36,New York Stock Exchange
VMC,Vulcan Materials Co,145.45,New York Stock Exchange
SDS,ProShares UltraShort S&P500,15.08,NYSE Arca
NOMD,Nomad Foods Ltd,25.31,New York Stock Exchange
ANTM,Anthem Inc,291.19,New York Stock Exchange
PAY,Verifone Systems Inc.,23.04,New York Stock Exchange
SFIX,Stitch Fix Inc,35.27,Nasdaq Global Select
CCE,Coca-Cola European Partners plc,46.73,New York Stock Exchange
GD,General Dynamics Corp,138.46,New York Stock Exchange
KIM,Kimco Realty Corp,11.1,New York Stock Exchange
FNF,Fidelity National Financial Inc,32.47,New York Stock Exchange
BXMT,Blackstone Mortgage Trust Inc,22.31,New York Stock Exchange
NWS,News Corporation,13.8,Nasdaq Global Select
CHD,Church & Dwight Co Inc,92.24,New York Stock Exchange
XLY,SPDR Select Sector Fund - Consumer Discretionary,152.18,NYSE Arca
DLR,Digital Realty Trust Inc,155.6,New York Stock Exchange
IP,International Paper Co,46.4,New York Stock Exchange
CLI,Mack-Cali Realty Corp,11.93,New York Stock Exchange
SE,Sea Ltd,166.87,New York Stock Exchange
CC,Chemours Co,22.59,New York Stock Exchange
DAN,Dana Inc,14.95,New York Stock Exchange
ZBH,Zimmer Biomet Holdings Inc,141.9,New York Stock Exchange
NVAX,Novavax Inc,98.36,Nasdaq Global Select
LPX,Louisiana-Pacific Corp,31.44,New York Stock Exchange
ALDR,Alder BioPharmaceuticals Inc.,11.71,NASDAQ Global Market
BBY,Best Buy Co Inc,120.89,New York Stock Exchange
GRUB,GrubHub Inc,83.4,New York Stock Exchange
BG,Bunge Ltd,55.03,New York Stock Exchange
LC,LendingClub Corp,4.9,New York Stock Exchange
PWR,Quanta Services Inc,63.04,New York Stock Exchange
TNDM,Tandem Diabetes Care Inc,116.74,NASDAQ Global Market
DXCM,DexCom Inc,392.43,Nasdaq Global Select
NTCT,Netscout Systems Inc,23.42,Nasdaq Global Select
RDC,Rowan Companies plc Class A,10.94,New York Stock Exchange
NYMT,New York Mortgage Trust Inc,2.635,Nasdaq Global Select
NEM,Newmont Corporation,61.19,New York Stock Exchange
BEN,Franklin Resources Inc,22.98,New York Stock Exchange
LUK,Leucadia National Corporation,23.47,New York Stock Exchange
SHLX,Shell Midstream Partners LP,9.27,New York Stock Exchange
CIVI,Civitas Solutions Inc.,17.76,New York Stock Exchange
NAVI,Navient Corp,9.9,Nasdaq Global Select
AET,Aetna Inc.,212.3,New York Stock Exchange
PBH,Prestige Consumer Healthcare Inc,34.89,New York Stock Exchange
SBH,Sally Beauty Holdings Inc,9.26,New York Stock Exchange
SEP,Spectra Energy Partners LP representing Limited Partner Interests,35.45,New York Stock Exchange
NI,NiSource Inc,23.6,New York Stock Exchange
LLY,Eli Lilly and Co,143.59,New York Stock Exchange
STNG,Scorpio Tankers Inc,10.81,New York Stock Exchange
TTWO,Take-Two Interactive Software Inc,164.44,Nasdaq Global Select
KLAC,KLA Corp,205.72,Nasdaq Global Select
LADR,Ladder Capital Corp,6.95,New York Stock Exchange
XRT,SPDR S&P Retail,53.79,NYSE Arca
FHN,First Horizon National Corp,10.8,New York Stock Exchange
GOOG,Alphabet Inc.,1555.93,Nasdaq Global Select
DVMT,Dell Technologies Inc. Class V,79.77,New York Stock Exchange
HSIC,Henry Schein Inc,62.51,Nasdaq Global Select
CXO,Concho Resources Inc,47.11,New York Stock Exchange
HLX,Helix Energy Solutions Group Inc,2.66,New York Stock Exchange
RSG,Republic Services Inc,92.28,New York Stock Exchange
BIG,Big Lots Inc,53.15,New York Stock Exchange
CYH,Community Health Systems Inc,4.83,New York Stock Exchange
PAYC,Paycom Software Inc,384.68,New York Stock Exchange
GCP,GCP Applied Technologies Inc,22.74,New York Stock Exchange
YUM,Yum! Brands Inc,97.28,New York Stock Exchange
STZ,Constellation Brands Inc,180.33,New York Stock Exchange
EWH,iShares MSCI Hong Kong Index Fund,21.98,NYSE Arca
LBTYK,Liberty Global plc,21.05,Nasdaq Global Select
LYG,Lloyds Banking Group Plc American Depositary Shares,1.35,New York Stock Exchange
MEOH,Methanex Corp,29.13,Nasdaq Global Select
GIII,G-III Apparel Group Ltd,13.92,Nasdaq Global Select
USFD,US Foods Holding Corp,24.95,New York Stock Exchange
SSO,ProShares Ultra S&P500,77.05,NYSE Arca
SFM,Sprouts Farmers Market Inc,21.32,Nasdaq Global Select
SPXL,Direxion Daily S&P 500 Bull 3X Shares,56.36,NYSE Arca
THC,Tenet Healthcare Corp,28.57,New York Stock Exchange
DOC,Physicians Realty Trust,17.57,New York Stock Exchange
ALLY,Ally Financial Inc,28.43,New York Stock Exchange
QRVO,Qorvo Inc,135.65,Nasdaq Global Select
TOPS,Top Ships Inc,1.11,NASDAQ Capital Market
AVP,Avon Products Inc.,5.6,New York Stock Exchange
HEDJ,WisdomTree Europe Hedged Equity Fund,63.02,NYSE Arca
EVR,Evercore Inc,77.73,New York Stock Exchange
CMS,CMS Energy Corp,65.01,New York Stock Exchange
XLB,Materials Select Sector SPDR,65.65,NYSE Arca
DOX,Amdocs Ltd,57.0,Nasdaq Global Select
RIO,Rio Tinto Plc,59.58,New York Stock Exchange
HMHC,Houghton Mifflin Harcourt Co,3.16,Nasdaq Global Select
NMRK,Newmark Group Inc,4.98,Nasdaq Global Select
PDM,Piedmont Office Realty Trust Inc,13.07,New York Stock Exchange
KMT,Kennametal Inc,34.2,New York Stock Exchange
SRNE,Sorrento Therapeutics Inc,8.22,NASDAQ Capital Market
AMR,Alta Mesa Resources Inc.,5.17,NASDAQ Capital Market
HP,Helmerich and Payne Inc,14.76,New York Stock Exchange
FLR,Fluor Corp,11.89,New York Stock Exchange
BFR,BBVA Banco Frances S.A.,11.06,New York Stock Exchange
JHG,Janus Henderson Group PLC,27.6,New York Stock Exchange
FDX,FedEx Corp,287.4,New York Stock Exchange
EMN,Eastman Chemical Co,86.64,New York Stock Exchange
OPK,OPKO Health Inc,4.45,Nasdaq Global Select
LNG,Cheniere Energy Inc,49.83,NYSE American
EWZ,iShares Inc MSCI Brazil,29.38,NYSE Arca
WU,Western Union Co,21.66,New York Stock Exchange
BAX,Baxter International Inc,81.14,New York Stock Exchange
AOBC,American Outdoor Brands Corporation,11.82,Nasdaq Global Select
CARS,Cars.com Inc,8.65,New York Stock Exchange
NUAN,Nuance Communications Inc,34.07,Nasdaq Global Select
TEL,TE Connectivity Ltd,106.02,New York Stock Exchange
MLM,Martin Marietta Materials Inc,257.09,New York Stock Exchange
GWW,W W Grainger Inc,375.84,New York Stock Exchange
PBF,PBF Energy Inc,5.62,New York Stock Exchange
AGN,Allergan plc,193.02,New York Stock Exchange
GT,Goodyear Tire & Rubber Co,9.84,Nasdaq Global Select
EA,Electronic Arts Inc,127.36,Nasdaq Global Select
GPRO,GoPro Inc,6.72,Nasdaq Global Select
BW,Babcock & Wilcox Enterprises Inc,2.62,New York Stock Exchange
CMI,Cummins Inc,222.27,New York Stock Exchange
CNQ,Canadian Natural Resources Ltd,17.42,New York Stock Exchange
HCA,HCA Healthcare Inc,136.42,New York Stock Exchange
INXN,InterXion Holding N.V. (0.01 nominal value),77.41,New York Stock Exchange
VRTX,Vertex Pharmaceuticals Inc,214.54,Nasdaq Global Select
QTS,QTS Realty Trust Inc,66.47,New York Stock Exchange
SAN,Banco Santander S.A. Sponsored ADR (Spain),2.0,New York Stock Exchange
CNHI,CNH Industrial NV,8.59,New York Stock Exchange
CNX,CNX Resources Corp,10.37,New York Stock Exchange
INFO,IHS Markit Ltd,81.42,Nasdaq Global Select
YY,JOYY Inc,80.51,Nasdaq Global Select
ES,Eversource Energy,92.24,New York Stock Exchange
DXJ,WisdomTree Japan Hedged Equity Fund,48.95,NYSE Arca
FWONK,Liberty Media Corporation Series C,35.69,Nasdaq Global Select
ARMK,Aramark,28.78,New York Stock Exchange
OII,Oceaneering International Inc,3.96,New York Stock Exchange
NOW,ServiceNow Inc,518.19,New York Stock Exchange
ILG,ILG Inc,34.17,Nasdaq Global Select
APTV,Aptiv PLC,100.19,New York Stock Exchange
HOMB,Home BancShares Inc,16.37,Nasdaq Global Select
QD,Qudian Inc,1.46,New York Stock Exchange
NSC,Norfolk Southern Corp,215.87,New York Stock Exchange
NKTR,Nektar Therapeutics,17.17,Nasdaq Global Select
PSX,Phillips 66,49.59,New York Stock Exchange
GAB,Gabelli Equity Trust Inc,5.47,New York Stock Exchange
WIN,Windstream Holdings Inc.,0.34,Nasdaq Global Select
CERN,Cerner Corp,72.7,Nasdaq Global Select
UPRO,ProShares UltraPro S&P 500,59.88,NYSE Arca
MCHI,iShares MSCI China ETF,78.27,NASDAQ Global Market
AKAM,Akamai Technologies Inc,109.3,Nasdaq Global Select
IEF,iShares 7-10 Year Treasury Bond ETF,120.79,NASDAQ Global Market
CS,Credit Suisse Group American Depositary Shares,10.81,New York Stock Exchange
ARRS,ARRIS International plc,31.64,Nasdaq Global Select
PNW,Pinnacle West Capital Corp,82.33,New York Stock Exchange
AMH,American Homes 4 Rent,29.31,New York Stock Exchange
CDNS,Cadence Design Systems Inc,112.61,Nasdaq Global Select
LABD,Direxion Daily S&P Biotech Bear 3X Shares,49.9,NYSE Arca
FOE,Ferro Corp,13.38,New York Stock Exchange
A,Agilent Technologies Inc,105.61,New York Stock Exchange
MDRX,Allscripts Healthcare Solutions Inc,10.51,Nasdaq Global Select
MOS,Mosaic Co,18.84,New York Stock Exchange
CTB,Cooper Tire & Rubber Co,35.27,New York Stock Exchange
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,6.85,New York Stock Exchange
SKX,Skechers USA Inc,34.16,New York Stock Exchange
HST,Host Hotels & Resorts Inc,10.78,New York Stock Exchange
UE,Urban Edge Properties,9.89,New York Stock Exchange
PHM,Pultegroup Inc,46.98,New York Stock Exchange
MT,Arcelor Mittal NY Registry Shares NEW,14.45,New York Stock Exchange
ISBC,Investors Bancorp Inc,7.78,Nasdaq Global Select
KLDX,Klondex Mines Ltd.,2.2,NYSE American
CAAP,Corporacion America Airports SA,2.04,New York Stock Exchange
WRE,Washington Real Estate Investment Trust,19.06,New York Stock Exchange
RRC,Range Resources Corp,8.69,New York Stock Exchange
FL,Foot Locker Inc,38.37,New York Stock Exchange
NTAP,NetApp Inc,47.25,Nasdaq Global Select
AGO,Assured Guaranty Ltd,26.49,New York Stock Exchange
DRE,Duke Realty Corp,38.74,New York Stock Exchange
BBBY,Bed Bath & Beyond Inc,24.99,Nasdaq Global Select
CCJ,Cameco Corp,9.64,New York Stock Exchange
MAR,Marriott International Inc,96.09,Nasdaq Global Select
AXTA,Axalta Coating Systems Ltd,25.57,New York Stock Exchange
VIAV,Viavi Solutions Inc,12.66,Nasdaq Global Select
SHOO,Steven Madden Ltd,22.29,Nasdaq Global Select
CONE,CyrusOne Inc,76.33,Nasdaq Global Select
LOGM,LogMeIn Inc,86.04,Nasdaq Global Select
AEM,Agnico Eagle Mines Ltd,79.79,New York Stock Exchange
BB,BlackBerry Ltd,5.08,New York Stock Exchange
CB,Chubb Ltd,119.3,New York Stock Exchange
PRU,Prudential Financial Inc,66.22,New York Stock Exchange
RUN,Sunrun Inc,62.58,Nasdaq Global Select
MNK,Mallinckrodt PLC,0.75,New York Stock Exchange
PVG,Pretium Resources Inc,12.82,New York Stock Exchange
HA,Hawaiian Holdings Inc,14.23,Nasdaq Global Select
INDA,Ishares MSCI India,35.04,BATS Exchange
PBCT,People's United Financial Inc,10.52,Nasdaq Global Select
UCBI,United Community Banks Inc,19.58,Nasdaq Global Select
LBTYA,Liberty Global PLC,21.3,Nasdaq Global Select
AVYA,Avaya Holdings Corp,19.06,New York Stock Exchange
CBSH,Commerce Bancshares Inc,60.84,Nasdaq Global Select
SC,Santander Consumer USA Holdings Inc,20.87,New York Stock Exchange
ANF,Abercrombie & Fitch Co,15.06,New York Stock Exchange
HIG,Hartford Financial Services Group Inc,38.39,New York Stock Exchange
ITW,Illinois Tool Works Inc,203.44,New York Stock Exchange
AZN,Astrazeneca PLC,52.19,New York Stock Exchange
YELP,Yelp Inc,20.4,New York Stock Exchange
MTOR,Meritor Inc,25.17,New York Stock Exchange
ARRY,Array BioPharma Inc.,38.5,NASDAQ Global Market
EVC,Entravision Communications Corp,1.95,New York Stock Exchange
MITL,Mitel Networks Corporation,11.15,Nasdaq Global Select
SPXS,Direxion Daily S&P 500 Bear 3X,5.3,NYSE Arca
IRM,Iron Mountain Inc,27.49,New York Stock Exchange
TSCO,Tractor Supply Co,149.7,Nasdaq Global Select
EWC,iShares MSCI Canada Index Fund,28.04,NYSE Arca
NWY,New York & Company Inc.,3.5,New York Stock Exchange
POST,Post Holdings Inc,91.34,New York Stock Exchange
EL,Estee Lauder Companies Inc,225.72,New York Stock Exchange
ING,ING Group N.V.,7.56,New York Stock Exchange
UBS,UBS Group AG,12.37,New York Stock Exchange
KRG,Kite Realty Group Trust,11.25,New York Stock Exchange
VSH,Vishay Intertechnology Inc,17.62,New York Stock Exchange
TER,Teradyne Inc,87.94,New York Stock Exchange
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,111.54,NASDAQ Global Market
LHO,LaSalle Hotel Properties,32.06,New York Stock Exchange
SPSB,SPDR Portfolio Short Term Corporate Bond,31.37,NYSE Arca
TWLO,Twilio Inc,309.38,New York Stock Exchange
TRUE,TrueCar Inc,4.735,Nasdaq Global Select
RLGY,Realogy Holdings Corp,10.43,New York Stock Exchange
HPP,Hudson Pacific Properties Inc,20.72,New York Stock Exchange
CNO,CNO Financial Group Inc,18.22,New York Stock Exchange
JNPR,Juniper Networks Inc,21.94,New York Stock Exchange
SMH,VanEck Vectors Semiconductor,185.7,NYSE Arca
URBN,Urban Outfitters Inc,22.67,Nasdaq Global Select
ROKU,Roku Inc,218.4,Nasdaq Global Select
FEDU,Four Seasons Education (Cayman) Inc,0.935,New York Stock Exchange
ETM,Entercom Communications Corp,1.52,New York Stock Exchange
BANC,Banc of California Inc,11.35,New York Stock Exchange
INVH,Invitation Homes Inc,27.95,New York Stock Exchange
OMF,OneMain Holdings Inc,36.82,New York Stock Exchange
LW,Lamb Weston Holdings Inc,71.89,New York Stock Exchange
CTRE,CareTrust REIT Inc,17.67,Nasdaq Global Select
NHI,National Health Investors Inc,57.24,New York Stock Exchange
CBL,CBL & Associates Properties Inc,0.1617,New York Stock Exchange
FE,FirstEnergy Corp,31.83,New York Stock Exchange
NOC,Northrop Grumman Corp,309.05,New York Stock Exchange
ASH,Ashland Global Holdings Inc.,74.16,New York Stock Exchange
MCHP,Microchip Technology Inc,111.23,Nasdaq Global Select
KLIC,Kulicke and Soffa Industries Inc,27.0,Nasdaq Global Select
O,Realty Income Corp,59.1,New York Stock Exchange
TAHO,Tahoe Resources Inc. (Canada),3.65,New York Stock Exchange
XLV,SPDR Select Sector Fund - Health Care,106.35,NYSE Arca
FET,Forum Energy Technologies Inc,0.55,New York Stock Exchange
TPH,TRI Pointe Group Inc,18.82,New York Stock Exchange
AMX,America Movil S.A.B. de C.V.n Depository Receipt Series L,13.16,New York Stock Exchange
FLO,Flowers Foods Inc,24.25,New York Stock Exchange
SPN,Superior Energy Services Inc,0.93,New York Stock Exchange
SHO,Sunstone Hotel Investors Inc,7.74,New York Stock Exchange
TEAM,Atlassian Corporation PLC,210.97,Nasdaq Global Select
COF,Capital One Financial Corp,77.27,New York Stock Exchange
PFPT,Proofpoint Inc,107.55,NASDAQ Global Market
EWL,iShares Inc MSCI Switzerland,41.67,NYSE Arca
FLT,Fleetcor Technologies Inc,242.83,New York Stock Exchange
PLUG,Plug Power Inc,16.285,NASDAQ Capital Market
HIMX,Himax Technologies Inc,3.78,Nasdaq Global Select
IGT,International Game Technology PLC,10.46,New York Stock Exchange
IBB,iShares Nasdaq Biotechnology Index Fund,136.53,NASDAQ Global Market
FANG,Diamondback Energy Inc,28.45,Nasdaq Global Select
XLRE,Real Estate Select Sector SPDR Fund (The),35.78,NYSE Arca
HRG,HRG Group Inc.,13.42,New York Stock Exchange
TROW,T. Rowe Price Group Inc,146.74,Nasdaq Global Select
SN,Sanchez Energy Corporation,0.38,New York Stock Exchange
ARLP,Alliance Resource Partners LP,2.69,Nasdaq Global Select
RXN,Rexnord Corp,31.68,New York Stock Exchange
OSK,Oshkosh Corp,80.05,New York Stock Exchange
DHR,Danaher Corp,227.03,New York Stock Exchange
EVHC,Envision Healthcare Corporation,45.99,New York Stock Exchange
BLMN,Bloomin' Brands Inc,16.91,Nasdaq Global Select
UPL,Ultra Petroleum Corp.,0.35,Nasdaq Global Select
ORBK,Orbotech Ltd.,65.82,Nasdaq Global Select
BNDX,Vanguard Total International Bond ETF,58.4,NASDAQ Global Market
AMN,AMN Healthcare Services Inc,66.56,New York Stock Exchange
PPC,Pilgrims Pride Corp,16.13,Nasdaq Global Select
GNTX,Gentex Corp,27.62,Nasdaq Global Select
RCL,Royal Caribbean Cruises Ltd,61.79,New York Stock Exchange
INTU,Intuit Inc,334.51,Nasdaq Global Select
W,Wayfair Inc,294.54,New York Stock Exchange
PCAR,Paccar Inc,90.34,Nasdaq Global Select
IR,Ingersoll Rand Inc,37.24,New York Stock Exchange
PEG,Public Service Enterprise Group Inc,59.89,New York Stock Exchange
FBP,First Bancorp,6.3,New York Stock Exchange
WEC,WEC Energy Group Inc,100.63,New York Stock Exchange
MDC,MDC Holdings Inc,49.62,New York Stock Exchange
TISI,Team Inc,5.71,New York Stock Exchange
YUMC,Yum China Holdings Inc,53.73,New York Stock Exchange
HMSY,HMS Holdings Corp,27.13,Nasdaq Global Select
IMMU,Immunomedics Inc,87.72,NASDAQ Global Market
ALV,Autoliv Inc,82.76,New York Stock Exchange
IWF,iShares Russell 1000 Growth,222.25,NYSE Arca
BHP,BHP Billiton Limited,51.2,New York Stock Exchange
